,sample_id,replica,collection_date,complete_name,country,city,plant,study_accession,sample_accession,experiment_accession,total_reads,scientific_name,sample,pH,Temperature_C,Dissolved_Oxygen_mg_L,Conductivity_uS_cm,BOD_mg_L,Ammonia_NH4_mg_L,Phosphate_PO4_mg_L,DOC_mg_L
97,1007266,1,8/4/20,DTU_2020_1007266_1_MG_RD_CPH_Sewage_727,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118012,ERX11886817,15439763,wastewater metagenome,ERR12510776,7.2,17.1,0.91,1250,226,58.1,9.6,84
98,1007260,1,7/23/20,DTU_2020_1007260_1_MG_RD_CPH_Sewage_721,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118013,ERX11886811,17598925,wastewater metagenome,ERR12510770,7.29,16.9,1.52,1122,209,41.9,12.4,150.5
99,1007185,2,11/24/19,DTU_2020_1007185_2_MG_RD_CPH_Sewage_607,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118009,ERX11886716,15810662,wastewater metagenome,ERR12510675,7.56,9.3,1.77,1477,223,52.1,11.2,122.2
100,1007238,2,5/28/20,DTU_2020_1007238_2_MG_RD_CPH_Sewage_685,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118015,ERX11886787,12839262,wastewater metagenome,ERR12510746,7.57,12.8,1.27,1407,226,40.7,10.3,124.1
101,1007238,1,5/28/20,DTU_2020_1007238_1_MG_RD_CPH_Sewage_685,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118015,ERX11886786,17995849,wastewater metagenome,ERR12510745,7.2,12.6,0.81,1392,208,42.4,7.3,114.9
102,1007212,1,2/26/20,DTU_2020_1007212_1_MG_RD_CPH_Sewage_637,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118016,ERX11886748,20931234,wastewater metagenome,ERR12510707,7.22,9.2,1.59,1237,313,54.2,10.6,142.2
103,1007229,1,4/27/20,DTU_2020_1007229_1_MG_RD_CPH_Sewage_656,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118017,ERX11886772,12376260,wastewater metagenome,ERR12510731,7.35,11.3,1.23,1046,205,36.4,12.4,69.5
104,1007177,2,11/2/19,DTU_2020_1007177_2_MG_RD_CPH_Sewage_598,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118036,ERX11886701,13093416,wastewater metagenome,ERR12510660,7.69,10.6,1.47,1117,275,43.4,5.6,108.8
105,1007208,1,2/11/20,DTU_2020_1007208_1_MG_RD_CPH_Sewage_633,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118018,ERX11886744,17206718,wastewater metagenome,ERR12510703,7.48,4.5,1.6,1115,199,62,11.3,128
106,1007285,1,5/20/20,DTU_2020_1007285_1_MG_RD_CPH_Sewage_1_679,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118019,ERX11886844,22740674,wastewater metagenome,ERR12510803,6.92,10.4,0.52,1193,210,40.1,10.7,75
107,1007263,1,7/29/20,DTU_2020_1007263_1_MG_RD_CPH_Sewage_724,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118020,ERX11886814,12443031,wastewater metagenome,ERR12510773,7.58,17.9,0.94,1269,223,45.6,11.3,126.6
108,1007182,1,11/17/19,DTU_2020_1007182_1_MG_RD_CPH_Sewage_604,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118021,ERX11886709,24136722,wastewater metagenome,ERR12510668,7.28,11.1,2.08,1099,272,54.7,7.1,102.6
109,1007182,2,11/17/19,DTU_2020_1007182_2_MG_RD_CPH_Sewage_604,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118021,ERX11886710,12848582,wastewater metagenome,ERR12510669,7.14,11.3,1.32,917,182,35.6,6.8,115.2
110,1007217,1,3/5/20,DTU_2020_1007217_1_MG_RD_CPH_Sewage_643,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118022,ERX11886756,18545901,wastewater metagenome,ERR12510715,7.06,12.6,0.78,1199,154,54,11.8,95.6
111,1007225,1,3/26/20,DTU_2020_1007225_1_MG_RD_CPH_Sewage_652,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118023,ERX11886768,25180219,wastewater metagenome,ERR12510727,6.79,12.3,0.7,1098,160,39.8,13.6,112.8
112,1007220,1,3/12/20,DTU_2020_1007220_1_MG_RD_CPH_Sewage_647,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118024,ERX11886761,17239772,wastewater metagenome,ERR12510720,7.65,12.9,1.17,1209,174,47.6,10.8,117.9
113,1007274,1,8/27/20,DTU_2020_1007274_1_MG_RD_CPH_Sewage_742,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118025,ERX11886830,23550279,wastewater metagenome,ERR12510789,7.17,19.6,1.33,1230,283,36.5,13.5,104
114,1007188,1,12/2/19,DTU_2020_1007188_1_MG_RD_CPH_Sewage_610,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118026,ERX11886721,13492901,wastewater metagenome,ERR12510680,7.22,5.3,1.67,1278,227,54.8,14.3,164.6
115,1007188,2,12/2/19,DTU_2020_1007188_2_MG_RD_CPH_Sewage_610,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118026,ERX11886722,11595310,wastewater metagenome,ERR12510681,7.33,6.1,1.75,1047,240,41.7,10.8,142.9
116,1007157,1,3/27/19,DTU_2020_1007157_1_MG_RD_CPH_Sewage_517,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118027,ERX11886685,11683440,wastewater metagenome,ERR12510644,6.99,14.4,0.21,1234,242,55.5,9.1,121.6
117,1007254,1,7/7/20,DTU_2020_1007254_1_MG_RD_CPH_Sewage_715,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118028,ERX11886805,11522675,wastewater metagenome,ERR12510764,7.52,17.7,1.06,964,259,53,8.7,107.9
118,1007232,2,5/5/20,DTU_2020_1007232_2_MG_RD_CPH_Sewage_664,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118014,ERX11886778,11977756,wastewater metagenome,ERR12510737,7.16,12.4,0.53,1196,247,46.3,9.3,115.4
119,1007223,1,3/20/20,DTU_2020_1007223_1_MG_RD_CPH_Sewage_650,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118029,ERX11886765,1033213,wastewater metagenome,ERR12510724,6.87,13.7,0.66,1032,148,51.3,9.1,106.9
120,1007257,1,7/14/20,DTU_2020_1007257_1_MG_RD_CPH_Sewage_718,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118030,ERX11886808,11023999,wastewater metagenome,ERR12510767,7.32,18.7,0.29,1349,180,29.5,9.1,130
121,1007241,1,6/4/20,DTU_2020_1007241_1_MG_RD_CPH_Sewage_691,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118031,ERX11886790,1369368,wastewater metagenome,ERR12510749,7.21,17.5,0.67,1512,215,45.4,12.1,104.8
122,1007160,1,4/26/19,DTU_2020_1007160_1_MG_RD_CPH_Sewage_529,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118032,ERX11886687,10529797,wastewater metagenome,ERR12510646,7.28,11.7,0.79,1309,202,47.9,9.8,101.6
123,1007223,2,3/20/20,DTU_2020_1007223_2_MG_RD_CPH_Sewage_650,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118029,ERX11886766,12596888,wastewater metagenome,ERR12510725,7.39,13.4,1.2,766,284,40.9,12.2,79.2
124,1007154,2,2/18/19,DTU_2020_1007154_2_MG_RD_CPH_Sewage_505,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118008,ERX11886684,12677713,wastewater metagenome,ERR12510643,7.14,4.4,2.27,1171,259,62,11,133
125,1007214,2,4/2/20,DTU_2020_1007214_2_MG_RD_CPH_Sewage_639,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118049,ERX11886751,11566991,wastewater metagenome,ERR12510710,7.29,15.6,0.88,1358,244,51.5,11.3,77.1
126,1007179,1,11/11/19,DTU_2020_1007179_1_MG_RD_CPH_Sewage_601,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118033,ERX11886703,11958342,wastewater metagenome,ERR12510662,7.38,8.3,1.2,1190,213,57.6,10.8,132.3
127,1007269,1,8/12/20,DTU_2020_1007269_1_MG_RD_CPH_Sewage_733,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118034,ERX11886821,2667073,wastewater metagenome,ERR12510780,7.54,17.6,1.28,1016,224,47.6,9.4,127.5
128,1007235,1,5/14/20,DTU_2020_1007235_1_MG_RD_CPH_Sewage_673,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118035,ERX11886781,10257276,wastewater metagenome,ERR12510740,7.26,12.2,0.81,1036,142,54.8,8.3,80.2
129,1007177,1,11/2/19,DTU_2020_1007177_1_MG_RD_CPH_Sewage_598,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118036,ERX11886700,16346262,wastewater metagenome,ERR12510659,6.97,9,2.16,1351,172,73,12,93.5
130,1007202,1,2/29/20,DTU_2020_1007202_1_MG_RD_CPH_Sewage_627,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118037,ERX11886738,10688941,wastewater metagenome,ERR12510697,6.95,9.4,0.84,1353,348,66.1,11.1,141.9
131,1007194,1,1/7/20,DTU_2020_1007194_1_MG_RD_CPH_Sewage_619,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118038,ERX11886730,2104791,wastewater metagenome,ERR12510689,7.37,7.1,1.54,1191,220,52.8,6.6,128
132,1007211,1,2/19/20,DTU_2020_1007211_1_MG_RD_CPH_Sewage_636,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118039,ERX11886747,1345517,wastewater metagenome,ERR12510706,7.34,4.3,2.06,1338,187,47.1,11.9,110.4
133,1007179,2,11/11/19,DTU_2020_1007179_2_MG_RD_CPH_Sewage_601,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118033,ERX11886704,10950731,wastewater metagenome,ERR12510663,7.06,10.8,1.54,1000,176,57.6,6.8,108.8
134,1007279,1,9/28/19,DTU_2020_1007279_1_MG_RD_CPH_Sewage_1_588,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118040,ERX11886836,3102774,wastewater metagenome,ERR12510795,7.36,10.8,2.05,1219,183,56,11.1,101
135,1007241,2,6/4/20,DTU_2020_1007241_2_MG_RD_CPH_Sewage_691,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118031,ERX11886791,10292126,wastewater metagenome,ERR12510750,7.13,16.9,0.24,1462,150,36.5,8.6,117.9
136,1007280,2,9/28/20,DTU_2020_1007280_2_MG_RD_CPH_Sewage_2_588,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118042,ERX11886838,4327487,wastewater metagenome,ERR12510797,7.13,11.9,1.61,1075,286,45.5,10.6,112.7
137,1007246,1,6/17/20,DTU_2020_1007246_1_MG_RD_CPH_Sewage_703,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118041,ERX11886797,9261295,wastewater metagenome,ERR12510756,7.27,17.7,0.82,1178,239,59.7,8.9,72.6
138,1007280,1,9/28/20,DTU_2020_1007280_1_MG_RD_CPH_Sewage_2_588,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118042,ERX11886837,14370163,wastewater metagenome,ERR12510796,7.1,13.9,2.16,1452,178,59.6,13.3,92.4
139,1007244,1,6/10/20,DTU_2020_1007244_1_MG_RD_CPH_Sewage_697,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118043,ERX11886795,16519693,wastewater metagenome,ERR12510754,7.05,17.1,0.54,1016,201,35.8,10.5,68.9
140,1007251,1,6/29/20,DTU_2020_1007251_1_MG_RD_CPH_Sewage_712,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118044,ERX11886802,2407549,wastewater metagenome,ERR12510761,6.8,19.3,0.95,1384,152,55.4,10.8,85.9
141,1007191,1,12/20/19,DTU_2020_1007191_1_MG_RD_CPH_Sewage_616,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118045,ERX11886726,10046381,wastewater metagenome,ERR12510685,7.32,6.8,1.72,1062,257,43.7,9.8,111.9
142,1007175,1,10/13/19,DTU_2020_1007175_1_MG_RD_CPH_Sewage_594,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118046,ERX11886696,13696180,wastewater metagenome,ERR12510655,7.57,11.9,1.74,1036,187,64.7,10.3,146.4
143,1007197,1,1/14/20,DTU_2020_1007197_1_MG_RD_CPH_Sewage_622,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118047,ERX11886733,12802017,wastewater metagenome,ERR12510692,7.22,6.3,1.55,1177,278,62.7,8.4,103.4
144,1007205,1,2/4/20,DTU_2020_1007205_1_MG_RD_CPH_Sewage_630,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118048,ERX11886741,15012420,wastewater metagenome,ERR12510700,7.02,6.8,0.64,1258,350,55,11.7,131.6
145,1007214,1,4/2/20,DTU_2020_1007214_1_MG_RD_CPH_Sewage_639,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118049,ERX11886750,13150689,wastewater metagenome,ERR12510709,7.23,13.4,0.91,1248,173,49.9,9.7,84.9
146,1007166,1,6/28/19,DTU_2020_1007166_1_MG_RD_CPH_Sewage_548,Denmark,Copenhagen,Rensningsanlaeg Damhusaaen,PRJEB68319,SAMEA115118050,ERX11886690,16969016,wastewater metagenome,ERR12510649,7.31,16.7,0.8,1363,219,41.8,11.6,127.8
147,1007267,2,8/12/20,DTU_2020_1007267_2_MG_RL_CPH_Sewage_731,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118079,ERX11886819,14888297,wastewater metagenome,ERR12510778,6.97,18,0.37,1154,176,40.5,10.1,110.6
148,1007224,1,3/26/20,DTU_2020_1007224_1_MG_RL_CPH_Sewage_651,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118051,ERX11886767,12436833,wastewater metagenome,ERR12510726,7.32,12.7,0.2,1059,194,32.3,11.2,130.6
149,1007176,1,11/2/19,DTU_2020_1007176_1_MG_RL_CPH_Sewage_597,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118052,ERX11886698,11678627,wastewater metagenome,ERR12510657,7.67,9.7,1.56,1149,175,52.6,9.2,103.4
150,1007158,1,3/27/19,DTU_2020_1007158_1_MG_RL_CPH_Sewage_518,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118053,ERX11886686,13883716,wastewater metagenome,ERR12510645,7.41,12,1.28,1342,141,21.6,11.9,72.7
151,1007236,2,5/28/20,DTU_2020_1007236_2_MG_RL_CPH_Sewage_683,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118090,ERX11886783,13257983,wastewater metagenome,ERR12510742,6.85,10.2,1.02,1314,177,21.3,8.9,107.8
152,1007264,1,8/4/20,DTU_2020_1007264_1_MG_RL_CPH_Sewage_725,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118054,ERX11886815,12119039,wastewater metagenome,ERR12510774,7.3,18.3,1.03,1218,161,51.6,9.7,99.5
153,1007261,1,7/29/20,DTU_2020_1007261_1_MG_RL_CPH_Sewage_722,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118055,ERX11886812,13607057,wastewater metagenome,ERR12510771,7.08,17.3,0.73,1457,145,29.1,12.9,95.8
154,1007189,1,12/20/19,DTU_2020_1007189_1_MG_RL_CPH_Sewage_614,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118056,ERX11886723,13609221,wastewater metagenome,ERR12510682,7.15,7.6,2.23,1302,230,72.3,8.8,144.8
155,1007176,2,11/2/19,DTU_2020_1007176_2_MG_RL_CPH_Sewage_597,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118052,ERX11886699,11492605,wastewater metagenome,ERR12510658,7.69,12,1.51,1087,218,49.6,14,102.7
156,1007198,1,1/22/20,DTU_2020_1007198_1_MG_RL_CPH_Sewage_623,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118057,ERX11886734,11770452,wastewater metagenome,ERR12510693,6.96,6.3,1.11,1380,224,46.6,11.1,153.7
157,1007255,1,7/14/20,DTU_2020_1007255_1_MG_RL_CPH_Sewage_716,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118058,ERX11886806,16497453,wastewater metagenome,ERR12510765,7.11,19.5,0.23,1425,187,40,12.7,111.1
158,1007216,1,3/5/20,DTU_2020_1007216_1_MG_RL_CPH_Sewage_642,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118059,ERX11886754,12994543,wastewater metagenome,ERR12510713,7.14,15.2,1.17,1209,211,54.2,11,110.8
159,1007270,2,8/19/20,DTU_2020_1007270_2_MG_RL_CPH_Sewage_734,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118083,ERX11886823,15303288,wastewater metagenome,ERR12510782,7.09,17.5,0.38,905,282,33.2,9.6,94.5
160,1007247,1,6/24/20,DTU_2020_1007247_1_MG_RL_CPH_Sewage_707,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118060,ERX11886798,13881194,wastewater metagenome,ERR12510757,7.52,19.2,0.57,1175,211,40,13.2,109.8
161,1007186,1,12/2/19,DTU_2020_1007186_1_MG_RL_CPH_Sewage_608,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118061,ERX11886717,12073442,wastewater metagenome,ERR12510676,7.59,7,1.57,1005,266,49.8,8.9,141.7
162,1007239,1,6/4/20,DTU_2020_1007239_1_MG_RL_CPH_Sewage_689,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118062,ERX11886788,16822621,wastewater metagenome,ERR12510747,7.38,18,1.48,1236,304,46.5,6.5,115.1
163,1007281,2,5/20/20,DTU_2020_1007281_2_MG_RL_CPH_Sewage_1_677,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118078,ERX11886840,16114792,wastewater metagenome,ERR12510799,7.47,13.9,0.74,1016,192,35.2,8.8,111.8
164,1007275,2,9/28/19,DTU_2020_1007275_2_MG_RL_CPH_Sewage_1_586,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118085,ERX11886832,12256016,wastewater metagenome,ERR12510791,7,10.6,1.68,1379,176,53.9,10,84.3
165,1007170,1,8/29/19,DTU_2020_1007170_1_MG_RL_CPH_Sewage_571,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118063,ERX11886692,17128840,wastewater metagenome,ERR12510651,7.4,17.8,0.45,1134,229,39,13.5,92
166,1007230,3,5/5/20,DTU_2020_1007230_3_MG_RL_CPH_Sewage_662,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118080,ERX11886775,10810589,wastewater metagenome,ERR12510734,6.95,13.4,0.2,971,251,37.6,15.1,88.7
167,1007180,1,11/17/19,DTU_2020_1007180_1_MG_RL_CPH_Sewage_602,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118064,ERX11886705,2279471,wastewater metagenome,ERR12510664,7.8,12.3,2.32,1381,241,59.7,11.6,89
168,1007206,1,2/11/20,DTU_2020_1007206_1_MG_RL_CPH_Sewage_631,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118065,ERX11886742,10523437,wastewater metagenome,ERR12510701,7.26,6,1.32,1304,288,55.7,13,107.2
169,1007282,1,5/20/20,DTU_2020_1007282_1_MG_RL_CPH_Sewage_2_677,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118066,ERX11886841,3094458,wastewater metagenome,ERR12510800,6.83,10.9,0.77,1182,261,47,8,137.1
170,1007195,1,1/14/20,DTU_2020_1007195_1_MG_RL_CPH_Sewage_620,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118067,ERX11886731,16516299,wastewater metagenome,ERR12510690,7.24,6.9,1.12,1144,294,70.1,13.1,120.2
171,1007252,1,7/7/20,DTU_2020_1007252_1_MG_RL_CPH_Sewage_713,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118068,ERX11886803,12479110,wastewater metagenome,ERR12510762,6.86,18.2,0.93,1178,181,29.2,11,89.3
172,1007245,1,6/17/20,DTU_2020_1007245_1_MG_RL_CPH_Sewage_701,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118069,ERX11886796,11539134,wastewater metagenome,ERR12510755,7.29,13.7,1.51,1449,182,37.2,10.9,80
173,1007226,1,4/16/20,DTU_2020_1007226_1_MG_RL_CPH_Sewage_653,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118070,ERX11886769,480765,wastewater metagenome,ERR12510728,7.61,13.1,0.76,1169,165,35.4,9.5,107.3
174,1007183,1,11/24/19,DTU_2020_1007183_1_MG_RL_CPH_Sewage_605,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118071,ERX11886711,11235419,wastewater metagenome,ERR12510670,7.67,8.8,1.39,1197,170,35.6,11.8,114.7
175,1007233,1,5/14/20,DTU_2020_1007233_1_MG_RL_CPH_Sewage_671,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118072,ERX11886779,1433540,wastewater metagenome,ERR12510738,7.43,12.1,0.2,1121,232,32,10.6,72.9
176,1007242,1,6/10/20,DTU_2020_1007242_1_MG_RL_CPH_Sewage_695,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118073,ERX11886792,11422552,wastewater metagenome,ERR12510751,6.9,17.9,1.27,1090,168,43.6,12.3,79.7
177,1007272,1,8/27/20,DTU_2020_1007272_1_MG_RL_CPH_Sewage_740,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118074,ERX11886826,736994,wastewater metagenome,ERR12510785,7.47,18.6,0.87,1145,167,42.7,7.9,41.6
178,1007227,1,4/27/20,DTU_2020_1007227_1_MG_RL_CPH_Sewage_654,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118075,ERX11886770,15739411,wastewater metagenome,ERR12510729,6.71,13.4,0.4,1293,282,42.2,8.5,96.3
179,1007242,2,6/10/20,DTU_2020_1007242_2_MG_RL_CPH_Sewage_695,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118073,ERX11886793,17094008,wastewater metagenome,ERR12510752,7.1,17,0.61,1057,205,55,10.6,95
180,1007215,1,4/2/20,DTU_2020_1007215_1_MG_RL_CPH_Sewage_640,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118076,ERX11886752,14270220,wastewater metagenome,ERR12510711,7.52,9.7,0.77,1173,328,44.4,8.5,91.5
181,1007183,2,11/24/19,DTU_2020_1007183_2_MG_RL_CPH_Sewage_605,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118071,ERX11886712,11531585,wastewater metagenome,ERR12510671,6.94,10.2,1.87,1100,275,63.6,9.1,125.6
182,1007192,1,1/7/20,DTU_2020_1007192_1_MG_RL_CPH_Sewage_617,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118077,ERX11886727,12771416,wastewater metagenome,ERR12510686,7.42,7.3,1.16,1103,291,52.3,9.2,110.9
183,1007219,2,3/12/20,DTU_2020_1007219_2_MG_RL_CPH_Sewage_646,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118091,ERX11886760,9909535,wastewater metagenome,ERR12510719,7.03,15.1,0.81,1412,197,45.6,7.9,108.6
184,1007281,1,5/20/20,DTU_2020_1007281_1_MG_RL_CPH_Sewage_1_677,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118078,ERX11886839,10862963,wastewater metagenome,ERR12510798,7.6,13.5,1.84,1287,213,43.6,9.3,106.8
185,1007267,1,8/12/20,DTU_2020_1007267_1_MG_RL_CPH_Sewage_731,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118079,ERX11886818,12889401,wastewater metagenome,ERR12510777,7.63,18.3,0.4,1371,253,41.1,5.8,87.8
186,1007215,2,4/2/20,DTU_2020_1007215_2_MG_RL_CPH_Sewage_640,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118076,ERX11886753,16988894,wastewater metagenome,ERR12510712,7.05,12,0.6,1326,222,40.1,9.3,92.2
187,1007216,2,3/5/20,DTU_2020_1007216_2_MG_RL_CPH_Sewage_642,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118059,ERX11886755,13131691,wastewater metagenome,ERR12510714,7.22,14.4,1.29,1428,240,38.5,10.8,99.5
188,1007173,1,10/13/19,DTU_2020_1007173_1_MG_RL_CPH_Sewage_592,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118081,ERX11886693,17473936,wastewater metagenome,ERR12510652,7.01,10.5,1.98,1130,208,57.3,9.5,111.7
189,1007222,1,3/20/20,DTU_2020_1007222_1_MG_RL_CPH_Sewage_649,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118082,ERX11886764,16506794,wastewater metagenome,ERR12510723,6.96,13.3,0.85,1491,160,36.6,11,103.6
190,1007270,1,8/19/20,DTU_2020_1007270_1_MG_RL_CPH_Sewage_734,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118083,ERX11886822,14418758,wastewater metagenome,ERR12510781,7.46,18.7,1.24,1261,190,47.4,13.8,97.3
191,1007276,1,9/28/20,DTU_2020_1007276_1_MG_RL_CPH_Sewage_2_586,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118084,ERX11886833,322874,wastewater metagenome,ERR12510792,7.27,11.7,0.63,1327,179,54.3,10.7,103.8
